text,diggCount,replyCommentTotal,createTimeISO,uniqueId,text_final,lda_topic,lda_topic_prob,lda_topic_words,bertopic_topic,bertopic_topic_prob,bertopic_topic_words,lda_best_topic,lda_best_prob,bertopic_modeling_topic,bertopic_modeling_prob
"mbg gak hanya buat anak sekolah ya gaes, ibu hamil menyusui juga dpt",3,3,2025-11-20T01:56:30.000Z,shanmarys,makan bergizi gratis tidak hanya buat anak sekolah ya gaes ibu_hamil menyusui juga dpt,5,0.8135674179412622,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.9416373451915222,0,0.8429276959327466
tutup aja min,0,0,2025-11-16T15:14:21.000Z,sunshineyra,tutup saja min,5,0.5122839379710475,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.5311807740221626,-1,0.5083877799111772
@charisa nawa ihirrr,0,1,2025-12-20T04:34:49.000Z,ppnnp7,nawa ihirrr,0,0.0666666666666666,omon | betul | masya_allah | ya | wowo | curhat | om | rame | ajaa | maju_terus | maju_terus bapak | uangkan_saja | p_prabowo | betul itu | semangattt,-1,0.0,No Topic,0,0.125,-1,0.8137838597248421
mksh pa,0,0,2025-11-19T12:59:51.000Z,gubi9999,mksh pa,2,0.6081153208042261,bapak | alhamdulillah | bapak_prabowo | sehat_selalu | bapak_presiden | lanjutkan | semoga | semangat | makan bergizi | bergizi gratis | bergizi | gratis | mantap | makan | sehat,-1,0.0,No Topic,5,0.7083234311895933,0,0.8623331897577924
"saya kira pak wowo pinter, ternyata ada yg lebih pinter",0,0,2026-01-26T13:48:05.000Z,iammuhajjalin,saya kira bapak_wowo pintar ternyata ada yang lebih pintar,5,0.7539716565479307,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.5533807565603251,-1,0.030112896088097474
sehat selalu panjang umur pak presiden pak haji Prabowo,0,0,2026-01-28T07:30:10.000Z,user5842810868000,sehat_selalu_panjang_umur bapak_presiden bapak haji prabowo,2,0.4352385503202871,bapak | alhamdulillah | bapak_prabowo | sehat_selalu | bapak_presiden | lanjutkan | semoga | semangat | makan bergizi | bergizi gratis | bergizi | gratis | mantap | makan | sehat,-1,0.0,No Topic,5,0.8541602234419707,0,0.8781264099764605
jalan kesesatan itu om,0,0,2026-01-20T12:21:54.000Z,ar.channel54,jalan kesesatan itu om,5,0.3538267082606573,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,1,0.5312417443909154,-1,0.8148201960520064
ka sebenernya nya aku suka bet ama mbg😭😭😭😭😭😭😭😭 omag enak taapi aku suka kenyang karna udah sarapan ama donat tapi aku usahain aku suka ko tapi epas hari rabu menu di aku ikan lele aku suka benget temen aku ampe bilang mau nambah ini mah gua😭😭,1,1,2026-02-06T01:17:47.000Z,helo_desta12,ka sebenernya nya saya suka bet dengan makan bergizi gratis omag enak taapi saya suka kenyang karena sudah sarapan dengan donat tetapi saya_usahain saya suka ko tetapi epas hari rabu menu di saya ikan_lele saya suka benget temen saya ampe bilang mau nambah ini mah saya,5,0.7966687245553041,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.9786481329683357,-1,0.5530910874072074
"heran yg orangtuanya pada pengen mbg di uangkan tu,program MBG itu utk anak sekolah,jadi anak yg TDK dapat uang jajan pun bisa makan bareng di sekolah.
ngotot amat pgen di uangkan heran .",0,0,2026-01-23T08:19:44.000Z,user452665561,heran yang orangtuanya pada ingin makan bergizi gratis di_uangkan itu program makan bergizi gratis itu untuk anak sekolah jadi anak yang tdk dapat uang_jajan pun bisa makan_bareng di sekolah ngotot amat pgen di_uangkan heran,5,0.8572234258263728,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.9448387107960656,0,1.0
Kita tidak mengejek!!! Kita ini mengingatkan program tsbt jadi ajang korupsi!!!!!!!!,342,32,2026-01-07T06:56:33.000Z,fransiskasarireal,kita tidak mengejek kita ini mengingatkan program tsbt jadi ajang_korupsi,5,0.5840025594043287,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.5009148684683028,2,0.2709992276585544
"adek ku cuma gara2 baru lulus kuliah, belum punya STR ditolak dftr di MBG 😭",0,3,2025-11-18T03:50:03.000Z,irinecahyani340,adek saya cuma gara baru lulus kuliah belum punya surat tanda registrasi ditolak dftr di makan bergizi gratis,5,0.8148666461290318,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.8896567789079132,0,0.8675437838360367
alhamdulillaah ada MBG saya jdi gk nganggur lagi terpilih jd relawan,0,0,2026-01-31T12:41:10.000Z,ibrahim.ali89596,alhamdulillaah ada makan bergizi gratis saya jadi tidak nganggur lagi terpilih jadi relawan,5,0.7962857522657919,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.7963964042787051,0,0.8469652295156055
aduh uda muak dengarnya,0,0,2026-01-24T17:19:49.000Z,herii26_official,aduh uda muak dengarnya,5,0.657823705085966,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,3,0.8249952670360668,-1,0.45128768461477003
"sehat selalu, panjang umur pak prabowo 🤗",0,0,2026-01-08T12:53:02.000Z,aisyah13104,sehat_selalu_panjang_umur bapak_prabowo,8,0.3971956897375487,sticker | wo | siap | lah | subianto | pada_mokel | saja belum_dapet | cape | ajang_korupsi | terima kasih_ya | kasih_ya | sak | sampai_perguruan_tinggi | salam_dari | sehat_selalu_panjang_umur,-1,0.0,No Topic,5,0.7083069946907521,0,0.1954606580359951
"pak presiden hrs melihat bahwa program MBG dimanfaatkan oleh orang2 utk ladang korupsi,tlg p presiden fahami itu anak buah bapak banyak yg berkianat",0,0,2026-01-14T11:01:51.000Z,t920169,bapak_presiden harus melihat bahwa program makan bergizi gratis dimanfaatkan oleh orang untuk ladang_korupsi tlg p_presiden fahami itu anak buah bapak banyak yang berkianat,5,0.8376655223309359,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.4761059336239168,0,1.0
pajak saya dipakai buat bayar BUZZER,0,0,2025-12-26T15:27:13.000Z,zyeraa7,pajak saya dipakai buat bayar buzzer,5,0.7171488719834039,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,0,0.6941326175175884,-1,0.3481237266170745
teruskan tho pake duit ngutang dibebankan ke rakyat. rakyat jadiobyek,0,0,2026-01-23T03:30:36.000Z,redi69836,teruskan tho pakai duit ngutang dibebankan ke rakyat rakyat jadiobyek,5,0.7396219234149329,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.7655846601509136,0,0.3794054998619471
"ternyata semua itu😭sampe ke bapak Presiden kita, banyak ank yang bawa pulang mbg, biar di nikmati keluarga ny juga😭😭😭",0,0,2025-11-15T01:51:26.000Z,milhazheyla913,ternyata semua itu sampai ke bapak_presiden kita banyak ank yang bawa_pulang makan bergizi gratis supaya di nikmati keluarga nya juga,5,0.7882814874161725,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.9582518928836716,0,0.3397548142898079
Semoga pak Prabowo senantiasa dilimpahkan kesehatan...,0,0,2025-11-17T03:26:57.000Z,kaklisin,semoga bapak_prabowo senantiasa dilimpahkan kesehatan,2,0.6817775157187708,bapak | alhamdulillah | bapak_prabowo | sehat_selalu | bapak_presiden | lanjutkan | semoga | semangat | makan bergizi | bergizi gratis | bergizi | gratis | mantap | makan | sehat,-1,0.0,No Topic,5,0.8249781552188823,0,0.5890176794954095
"yg gak mau gak usah di kasi pak,Bpk udah perhatian kpd rakyat Terima kasih pak",0,0,2025-11-19T05:06:41.000Z,abdur.rofik43,yang tidak mau tidak_usah di kasi bapak bpk sudah perhatian kpd rakyat terima_kasih_bapak,5,0.8118013024438265,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.4604222199975415,-1,0.027053473711150845
bicara nya benar sekali pak tapi pelaksana nya di lapangan tidak benar pak anak anak banyak yang keracunan pak pakta,0,0,2026-02-08T15:41:02.000Z,setiyono043,bicara nya benar sekali bapak tetapi pelaksana nya di_lapangan tidak benar bapak anak anak banyak yang keracunan bapak pakta,5,0.8417704166384669,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.5413646097070958,0,1.0
ngentekno dit,0,0,2026-01-15T01:06:37.000Z,agilpurwanto2,ngentekno dit,0,0.0666666666666666,omon | betul | masya_allah | ya | wowo | curhat | om | rame | ajaa | maju_terus | maju_terus bapak | uangkan_saja | p_prabowo | betul itu | semangattt,-1,0.0,No Topic,0,0.125,0,0.7494838662375267
"MBG sekarang di jadikan semacam proyek..
bahaya ini,klo di biarkan..",0,0,2026-02-03T13:21:53.000Z,gunturrsaketii88,makan bergizi gratis sekarang di_jadikan semacam proyek bahaya ini kalau di biarkan,5,0.7832692259536826,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.8250102304285375,-1,0.7089752888372267
"ya kan emang harusnya gitu, tp kan yg dibanggakan ujungnya cuma angka sekian ribu anak sudah makan gratis",0,0,2025-11-14T04:48:30.000Z,bears_candy,ya kan emang harusnya begitu tapi kan yang dibanggakan ujungnya cuma angka sekian ribu anak sudah makan_gratis,5,0.804366339953842,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.523766217998887,0,0.8066173513051935
"jangan ragu ragu serahkan saja semua kekayaan negeri ini pada Prabowo.
masyarakat bisa merasakan melihat menyaksikan
bukan kebenaran tp kemunduran",1,0,2026-01-07T11:04:50.000Z,nadam6113,jangan_ragu ragu serahkan saja semua kekayaan negeri_ini pada prabowo masyarakat bisa_merasakan melihat menyaksikan bukan kebenaran tapi kemunduran,5,0.7976649303274188,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,4,0.49490400291548814,-1,0.08237742646413518
@ᥫ᭡𝒈𝒇𝒉𝒊𝒔𝒔_𝒆𝒏𝒌𝒌🍒 @𝖑𝖚𝖛.𝖘𝖆𝖆★ @𝕻𝖀𝕿𝕿𝖅𝖅 💫 @derolll @Athy's✨ @⁺____. ୨ᕦ𝑔𝒾𝓀𝒽𝒶.๑🌷🐇 @fara🤫 @Sweetly_🧚‍♀️,0,0,2026-01-26T09:20:54.000Z,hanya_kamu672,𝒈𝒇𝒉𝒊𝒔𝒔 𝒆𝒏𝒌𝒌 𝖘𝖆𝖆 s ᕦ𝑔𝒾𝓀𝒽𝒶,0,0.0666666666666666,omon | betul | masya_allah | ya | wowo | curhat | om | rame | ajaa | maju_terus | maju_terus bapak | uangkan_saja | p_prabowo | betul itu | semangattt,-1,0.0,No Topic,0,0.125,-1,0.732283237286311
aaamiiinnnn🥰🥰🥰🥰🥰🥰🥰,0,0,2025-11-17T02:26:53.000Z,aty.aja3,aaamiiinnnn,0,0.0666666666666666,omon | betul | masya_allah | ya | wowo | curhat | om | rame | ajaa | maju_terus | maju_terus bapak | uangkan_saja | p_prabowo | betul itu | semangattt,-1,0.0,No Topic,0,0.125,-1,0.48670323090368683
"Pak prabowo sama kayak pak soeharto ga sii,,kebutuhan dasar dulu yg dipenuhi biar bisa berkembang secara optimal🙂terimakasih pak prabowo🙂",1,0,2025-11-18T04:27:30.000Z,ryubentz,bapak_prabowo dengan kayak bapak soeharto tidak sii kebutuhan dasar dulu yang dipenuhi supaya bisa berkembang secara optimal terimakasih_bapak_prabowo,5,0.6512006686525106,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.46610805736095795,0,0.6675946721475258
"preeet, makanan mengandung racun",1,0,2026-01-07T07:53:54.000Z,user9476217568480,preeet makanan mengandung racun,5,0.6059809561878544,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.5311419898336245,-1,0.2809359090071869
curhat PK Wowo,1,0,2026-01-09T10:58:07.000Z,amihima,curhat pk wowo,0,0.4976599777740894,omon | betul | masya_allah | ya | wowo | curhat | om | rame | ajaa | maju_terus | maju_terus bapak | uangkan_saja | p_prabowo | betul itu | semangattt,-1,0.0,No Topic,5,0.5312314535376543,0,1.0
gitu pun banyaq yg complain MBG ..yg iyaanyaa yg complain gaq bsyukur ..,2,0,2026-01-22T13:47:04.000Z,dunkblatz,begitu pun banyaq yang complain makan bergizi gratis yang iyaanyaa yang complain gaq bsyukur,5,0.7454863884101495,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.4689981681115339,0,0.8648631411193832
saya setuju pak dengan program mbg cuman yg saya harapkan pak uangnya kasihkan aja ke ortunya karena apa pak sekarang banyak kasus keracunan,0,0,2026-01-26T02:06:36.000Z,sunarya7470,saya setuju bapak dengan program makan bergizi gratis cuma yang saya harapkan bapak uangnya kasihkan saja ke ortunya karena apa bapak sekarang banyak_kasus keracunan,5,0.8525060634538442,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.9649826357042884,0,0.5807736763531368
Pak Prabowo ini Orang hebat 👍,2,0,2025-11-14T09:14:51.000Z,delly_mancing,bapak_prabowo ini orang hebat,5,0.4276863234247314,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,1,0.48448987678893063,0,0.7227178415477792
terimakasih Bpk presiden MBG sangat membantu D daerah pedesaan,0,0,2025-11-18T08:23:16.000Z,terimakasih4683,terimakasih bpk_presiden makan bergizi gratis sangat_membantu di daerah pedesaan,5,0.4073345747739949,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.7505333666205581,0,0.3220587546202648
efek mbg memajukan ekonomi pengusaha,0,0,2025-12-04T09:52:20.000Z,suyati.suyono,efek makan bergizi gratis memajukan ekonomi pengusaha,5,0.7488246517975731,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.5069041572999559,0,0.6390666675130816
sejahterkan keluarganya pak...pasti anaknya makan bergizi..,0,0,2025-11-14T12:27:33.000Z,rifkysuciptasoemo13,sejahterkan keluarganya bapak pasti anaknya makan_bergizi,5,0.7189317719948587,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.8541120482783436,0,0.660434351830913
"bapak ngmongnya kek mau nangis sungguh tulus bapak prabowo, dari MBG sudah sngat membantu, bpk presiden yg luar biasa peduli dgn rakyatnya, sehat sllu pak prabowo",1,0,2025-11-22T04:01:09.000Z,dias.sastro.diningrat,bapak ngmongnya kek mau menangis sungguh tulus bapak_prabowo dari makan bergizi gratis sudah sngat membantu bpk_presiden yang luar_biasa peduli_dengan rakyatnya sehat_sllu bapak_prabowo,2,0.5023075551982356,bapak | alhamdulillah | bapak_prabowo | sehat_selalu | bapak_presiden | lanjutkan | semoga | semangat | makan bergizi | bergizi gratis | bergizi | gratis | mantap | makan | sehat,-1,0.0,No Topic,2,0.7175532223343329,-1,0.37801000818520725
plisss.. MBG utk anak stunting tlong direview banget banget banget,0,1,2025-11-18T11:03:54.000Z,momentof2139,plisss makan bergizi gratis untuk anak stunting tlong direview sangat sangat sangat,5,0.7571479199689685,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.8301460363086034,0,0.7507184184585185
tapi kalau orang dibawah selalu kalah,0,0,2026-01-15T07:25:33.000Z,sidasyamsi,tetapi kalau orang dibawah selalu kalah,5,0.7466324088941827,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.5797394063547537,-1,0.29803078302874086
prediden makan makan,0,0,2026-01-21T03:44:57.000Z,wan94457,prediden makan makan,5,0.6098788268285115,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.7083314701790199,-1,0.5838363081847686
utamakan keselamatan siswa murid dana MBG pindah kan ke pendidikan itu lebih bermanfaat,0,0,2026-01-28T05:31:31.000Z,deder5657,utamakan keselamatan siswa murid dana makan bergizi gratis pindah kan ke pendidikan itu lebih_bermanfaat,5,0.797672793015472,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.5356443446009611,0,0.799976697438657
kenapa kok gk senyum😶,0,0,2026-02-04T13:24:44.000Z,advaslnvuza,kenapa kenapa tidak senyum,5,0.6750560541622771,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.8249657423234248,-1,0.06905079816116577
"yg ngelola harus pro Prabowo sih
AQ waktu itu milih Prabowo dan anak q yg SMP jg sd dpet menu MBG tiap pulang sekolah mereka sllu antusias cerita tentang menu MBG
terimakasih pak😭😭😭",1,0,2025-11-16T06:41:14.000Z,nay_el2324,yang ngelola harus pro prabowo saja saya waktu itu milih prabowo dan anak q yang sampai juga sd dpet menu makan bergizi gratis setiap_pulang sekolah mereka sllu antusias cerita tentang menu makan bergizi gratis terimakasih bapak,5,0.8642579770906689,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.9043164174998788,0,0.842814272700153
kalau MBG benar pak tapin cara penyajian yg kurang cocok banyak seenak nya mereka berikan makanan seenak Nya 🙏,0,0,2026-01-12T06:31:43.000Z,user2041101918881,kalau makan bergizi gratis benar bapak tapin cara penyajian yang kurang cocok banyak seenak nya mereka berikan makanan seenak nya,5,0.810306904694899,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.7064995738360104,-1,0.7142820010364989
semoga sehat2 selalu dan bahagia selalu dilindungi Alloh swt amin. orang kaya ga butuh. tetapi banyak miskin butuh makan. mikirin besok makan apa.ada mbg membantu buat orang miskin. apa lagi mahal 2 kebutuhan sehari. terimakasih mbg nya pak presiden prabowo hatimu mulia.,0,0,2026-01-30T11:52:16.000Z,siti.saonah31,semoga_sehat_selalu dan bahagia selalu dilindungi alloh swt amin orang_kaya tidak butuh tetapi banyak miskin butuh makan mikirin besok makan apa ada makan bergizi gratis membantu buat orang_miskin apa_lagi mahal kebutuhan sehari terimakasih makan bergizi gratis nya bapak_presiden prabowo hatimu mulia,5,0.5763876230671444,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.6223805886150571,-1,0.3127294657123782
"Bapak presiden yg terhormat,coba lah sesekali cek di lapangan apakah program MBG menu dan nilai gizi nya sudah sesuai ?…",0,0,2025-11-15T04:15:38.000Z,raisyaputri0131,bapak_presiden yang_terhormat coba lah sesekali cek di_lapangan apakah program makan bergizi gratis menu dan nilai gizi nya sudah sesuai,5,0.8362867508231872,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.620020377718355,0,1.0
masaalloh pak persiden ku smoga sehat terus dan Alloh selalu melindungi bapa.🥰 amiin🤲,0,0,2025-11-15T09:31:36.000Z,bundadyan71,masaalloh bapak persiden saya smoga sehat_terus dan alloh selalu_melindungi bapa amiin,2,0.7738741877911017,bapak | alhamdulillah | bapak_prabowo | sehat_selalu | bapak_presiden | lanjutkan | semoga | semangat | makan bergizi | bergizi gratis | bergizi | gratis | mantap | makan | sehat,-1,0.0,No Topic,5,0.9204437983380718,-1,0.6753115289482667
kok sedih liat kek gini 😭,0,0,2025-12-05T22:42:35.000Z,queenbee9426,kenapa sedih lihat kek_begini,5,0.6822202679435504,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.4497201624821642,19,1.0
"sehat selalu pak prabowo semoga allah selalu melindungi bapak,kami sayang samaa bapak,karena bapak peduli kepada rakyat indonesia",1,0,2025-11-15T06:54:26.000Z,mayzidanamrillah,sehat_selalu_bapak_prabowo semoga_allah selalu_melindungi bapak kami sayang samaa bapak karena bapak peduli kepada rakyat_indonesia,2,0.5219381628617106,bapak | alhamdulillah | bapak_prabowo | sehat_selalu | bapak_presiden | lanjutkan | semoga | semangat | makan bergizi | bergizi gratis | bergizi | gratis | mantap | makan | sehat,-1,0.0,No Topic,5,0.6184825012163768,1,1.0
Yang memilih Bp pasti mendukung lanjutkan program Bp Presiden kita❤❤❤,0,0,2025-11-14T03:38:57.000Z,ayah.fania10,yang memilih bp pasti mendukung lanjutkan program bp presiden kita,2,0.412647157106081,bapak | alhamdulillah | bapak_prabowo | sehat_selalu | bapak_presiden | lanjutkan | semoga | semangat | makan bergizi | bergizi gratis | bergizi | gratis | mantap | makan | sehat,-1,0.0,No Topic,7,0.7422843847984981,-1,0.16246353541906103
jam kerja relawan juga harus jelas apakah SOP jam kerja 8 jam itu sudah sesuai,0,0,2025-11-16T14:35:33.000Z,followers_tanpabatas,jam kerja relawan juga harus jelas apakah standar operasional prosedur jam kerja jam itu sudah sesuai,5,0.8098900089714814,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.9485243695048274,4,1.0
bukan gk bagus pak programnya mbg tuh bagus banget .yg gk bagusnya tuh gk sesuai dgn porsi dn harga yg sudah di tetepkn,0,0,2026-01-13T10:31:52.000Z,ibu.nduut,bukan tidak bagus bapak programnya makan bergizi gratis itu bagus sangat yang tidak bagusnya itu tidak_sesuai dengan porsi dn harga yang sudah di tetepkn,5,0.8500722084263761,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,7,0.5148093240412027,0,1.0
masya allah,0,0,2025-12-05T11:29:57.000Z,conny.latifah,masya_allah,0,0.5333333333300702,omon | betul | masya_allah | ya | wowo | curhat | om | rame | ajaa | maju_terus | maju_terus bapak | uangkan_saja | p_prabowo | betul itu | semangattt,-1,0.0,No Topic,0,0.5624999929738662,0,1.0
"BAROKALLAH INDONESIAKU🇮🇩🇮🇩🇮🇩
BAROKALLAH BPK PRABOWO S🤲🤲🤲",0,0,2025-11-14T11:52:10.000Z,suryasatrio71,barokallah indonesiaku barokallah bpk_prabowo s,2,0.5333333292278828,bapak | alhamdulillah | bapak_prabowo | sehat_selalu | bapak_presiden | lanjutkan | semoga | semangat | makan bergizi | bergizi gratis | bergizi | gratis | mantap | makan | sehat,-1,0.0,No Topic,0,0.7083333164217497,0,0.8973478743895278
@𓂃ෆ˚ һirᥲᥕᥕzz ⋆˚𝜗𝜚˚⋆ @diraaimupp🙆🏻‍♀️ @𓋜 kiaa♡⋆ 𐙚 ̊. @lasni haryanti @cutecatt🧚🏻‍♀️ @zamzam123 @Fitri Winda sari @Rizz aja @𝗭𝘆𝗻𝘅𝘅 𝗘𝗹𝘃𝗮𝗿𝗲𝘁𝘁🪩 @jelmaa`edan£ @R🅰️ja🫧 @Ahmad Maulanayusup @fizz123 @qylaaa👾 @lula @lif_2340 @Thalita humaira @Safira Rrr 🎀 @rizakunke2 di makan ya MBG nya kasian tau 😊,1,2,2026-01-22T09:49:11.000Z,lulaaaaa69,һirᥲᥕᥕzz 𝜗𝜚 kiaa 𐙚 haryanti winda sari saja 𝗘𝗹𝘃𝗮𝗿𝗲𝘁𝘁 gila ja maulanayusup humaira rrr di makan ya makan bergizi gratis nya kasian tau,5,0.805292416924968,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.8660531098293367,-1,0.7803431048219611
"Jangan menilai dari kurangnya atau hanya dari satu sisi ya guys, banyak pelaku usaha yang terbantu, salah satunya bapak ini di mana ga jadi tutup usaha nya karena terbantu oleh program MBG",0,0,2026-02-04T03:40:02.000Z,nadhiaulia4,jangan menilai dari kurangnya atau hanya dari satu sisi ya guys banyak pelaku usaha yang terbantu salah_satunya bapak ini di mana tidak jadi tutup usaha nya karena terbantu oleh program makan bergizi gratis,5,0.8557798249053956,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.806577326904899,-1,0.5520214016400015
"Betul pak, lanjut, anak"" PD seneng",0,0,2026-01-28T09:40:20.000Z,fentialfatonah5,betul bapak lanjut anak pd senang,5,0.7355623537477014,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.49634930691440954,0,0.42167253235268193
"Semangat Pak President Pak Prabowo 💪🏻 Saya Dukung Dengan Doa ,Sukses Dan Berkah MBG",0,0,2026-01-14T23:56:50.000Z,daraseptiamegantara,semangat bapak president bapak_prabowo saya dukung dengan doa sukses dan berkah makan bergizi gratis,2,0.8181161317935463,bapak | alhamdulillah | bapak_prabowo | sehat_selalu | bapak_presiden | lanjutkan | semoga | semangat | makan bergizi | bergizi gratis | bergizi | gratis | mantap | makan | sehat,-1,0.0,No Topic,2,0.5188526649695802,0,0.39253361375003276
lanjutkan bapak mbg🙏💪,0,0,2025-12-30T04:12:21.000Z,echi3807,lanjutkan bapak makan bergizi gratis,5,0.4550607945416128,makan | gratis | bergizi | yang | bergizi gratis | makan bergizi | saya | di | tidak | bapak | nya | saja | anak | itu | ada,-1,0.0,No Topic,2,0.5654608984932691,0,1.0
