,text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail,source_file,text_casefold,text_clean,tokens,token_count,tokens_nostop,token_count_nostop
7229,"anak anak makan biar kami ortua yang mengurus pak, dana MBG lebih baik di alokasikan di pendidikan gratis dan kesehatan gratis",0,0,2026-01-22T13:51:39.000Z,angga.sofian1,https://www.tiktok.com/@jpnncom/video/7592434873218993429,7355186319238153221,7598183233603240724,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7355186749196697605~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=01243646&x-expires=1770814800&x-signature=E8xPOj7muRKqReRYL3MyLQGdsCE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,"anak anak makan biar kami ortua yang mengurus pak, dana mbg lebih baik di alokasikan di pendidikan gratis dan kesehatan gratis",anak anak makan biar kami ortua yang mengurus pak dana mbg lebih baik di alokasikan di pendidikan gratis dan kesehatan gratis,"['anak', 'anak', 'makan', 'biar', 'kami', 'ortua', 'yang', 'mengurus', 'pak', 'dana', 'mbg', 'lebih', 'baik', 'di', 'alokasikan', 'di', 'pendidikan', 'gratis', 'dan', 'kesehatan', 'gratis']",21,"['anak', 'anak', 'makan', 'biar', 'ortua', 'mengurus', 'dana', 'mbg', 'alokasikan', 'pendidikan', 'gratis', 'kesehatan', 'gratis']",13
7230,kalau MBG di hentikan bisnis juga berhenti 😂,0,0,2026-01-22T13:52:44.000Z,jusnijusni975,https://www.tiktok.com/@jpnncom/video/7592434873218993429,7497496057396478994,7598182987796595464,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/31a4621aecceede374a3f37cf0303b3b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e2a3f27f&x-expires=1770814800&x-signature=ZpuTfSHTeLKwwA4RO6fiofQ3oy8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,kalau mbg di hentikan bisnis juga berhenti 😂,kalau mbg di hentikan bisnis juga berhenti,"['kalau', 'mbg', 'di', 'hentikan', 'bisnis', 'juga', 'berhenti']",7,"['mbg', 'hentikan', 'bisnis', 'berhenti']",4
7231,"Dari sd kita d ajarkan bahwa kebutuhan primer manusia adalah sandang papan, pangan, jadi programnya bpak prabowo itu sebenarnya penting krn makanan adalah salah satu kbutuhan pokok manusia, percuma klo jln bgus, lapangan kerja banyak gedung mewah tpi kebutuhan dasar manusia masih ada yang belum terpenuhi. ada yg masih susah mkn, rumahnya tdk layak dll. lanjutkan bapak😁",0,0,2026-01-22T13:49:58.000Z,rn_170395,https://www.tiktok.com/@jpnncom/video/7592434873218993429,6515351711900942337,7598182802571494151,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f78dd03c3f525493abf6a55755827c39~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eeb9068d&x-expires=1770814800&x-signature=SQZ3DXkY5e3AcszZEPv8l1ZeaZc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,"dari sd kita d ajarkan bahwa kebutuhan primer manusia adalah sandang papan, pangan, jadi programnya bpak prabowo itu sebenarnya penting krn makanan adalah salah satu kbutuhan pokok manusia, percuma klo jln bgus, lapangan kerja banyak gedung mewah tpi kebutuhan dasar manusia masih ada yang belum terpenuhi. ada yg masih susah mkn, rumahnya tdk layak dll. lanjutkan bapak😁",dari sd kita d ajarkan bahwa kebutuhan primer manusia adalah sandang papan pangan jadi programnya bpak prabowo itu sebenarnya penting krn makanan adalah salah satu kbutuhan pokok manusia percuma klo jln bgus lapangan kerja banyak gedung mewah tpi kebutuhan dasar manusia masih ada yang belum terpenuhi ada yg masih susah mkn rumahnya tdk layak dll lanjutkan bapak,"['dari', 'sd', 'kita', 'd', 'ajarkan', 'bahwa', 'kebutuhan', 'primer', 'manusia', 'adalah', 'sandang', 'papan', 'pangan', 'jadi', 'programnya', 'bpak', 'prabowo', 'itu', 'sebenarnya', 'penting', 'krn', 'makanan', 'adalah', 'salah', 'satu', 'kbutuhan', 'pokok', 'manusia', 'percuma', 'klo', 'jln', 'bgus', 'lapangan', 'kerja', 'banyak', 'gedung', 'mewah', 'tpi', 'kebutuhan', 'dasar', 'manusia', 'masih', 'ada', 'yang', 'belum', 'terpenuhi', 'ada', 'yg', 'masih', 'susah', 'mkn', 'rumahnya', 'tdk', 'layak', 'dll', 'lanjutkan', 'bapak']",57,"['sd', 'ajarkan', 'kebutuhan', 'primer', 'manusia', 'sandang', 'papan', 'pangan', 'programnya', 'bpak', 'prabowo', 'makanan', 'salah', 'kbutuhan', 'pokok', 'manusia', 'klo', 'jln', 'bgus', 'lapangan', 'kerja', 'gedung', 'mewah', 'tpi', 'kebutuhan', 'dasar', 'manusia', 'terpenuhi', 'susah', 'mkn', 'rumahnya', 'tdk', 'layak', 'lanjutkan']",34
7232,susah pak kalau mengajarkan pelangi kepada orang yg buta warna,0,0,2026-01-22T13:46:59.000Z,mustopa38499,https://www.tiktok.com/@jpnncom/video/7592434873218993429,7177891187301975066,7598182030240645908,https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e0ca12db&x-expires=1770814800&x-signature=W5eu01viCJt76C1nBBbGG4XlkFA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,susah pak kalau mengajarkan pelangi kepada orang yg buta warna,susah pak kalau mengajarkan pelangi kepada orang yg buta warna,"['susah', 'pak', 'kalau', 'mengajarkan', 'pelangi', 'kepada', 'orang', 'yg', 'buta', 'warna']",10,"['susah', 'mengajarkan', 'pelangi', 'orang', 'buta', 'warna']",6
7233,"MBG sangat membantu,kami sebagai orang tua,melihat makan anak kami
dari program bapak Presiden Prabowo, trimakasih, semoga Pak Presiden selalu di berikan kesehatan oleh Allah tuhan semesta alam,amiin",0,0,2026-01-22T13:41:47.000Z,muhamadsubhan34,https://www.tiktok.com/@jpnncom/video/7592434873218993429,6714434361876775937,7598180677850940181,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/27abf94d097ef39f78287d04673b7f6b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8d1cc993&x-expires=1770814800&x-signature=f2tDBbKp4xOzNn6Yp4Sjgfmf7m8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,"mbg sangat membantu,kami sebagai orang tua,melihat makan anak kami
dari program bapak presiden prabowo, trimakasih, semoga pak presiden selalu di berikan kesehatan oleh allah tuhan semesta alam,amiin",mbg sangat membantu kami sebagai orang tua melihat makan anak kami dari program bapak presiden prabowo trimakasih semoga pak presiden selalu di berikan kesehatan oleh allah tuhan semesta alam amiin,"['mbg', 'sangat', 'membantu', 'kami', 'sebagai', 'orang', 'tua', 'melihat', 'makan', 'anak', 'kami', 'dari', 'program', 'bapak', 'presiden', 'prabowo', 'trimakasih', 'semoga', 'pak', 'presiden', 'selalu', 'di', 'berikan', 'kesehatan', 'oleh', 'allah', 'tuhan', 'semesta', 'alam', 'amiin']",30,"['mbg', 'membantu', 'orang', 'tua', 'makan', 'anak', 'program', 'presiden', 'prabowo', 'trimakasih', 'semoga', 'presiden', 'kesehatan', 'allah', 'tuhan', 'semesta', 'alam', 'amiin']",18
7234,"yg dinikmati anak2 paling 50-55% dari anggaran 300 T lbh, sisanya utk pejabat",0,0,2026-01-22T13:35:37.000Z,abahanom189,https://www.tiktok.com/@jpnncom/video/7592434873218993429,7053427063680205850,7598178637062243092,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7323522744090361857~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=80680cee&x-expires=1770814800&x-signature=Q%2F4qlM8g0L1ZDGsr7Ro8czvIMsk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,"yg dinikmati anak2 paling 50-55% dari anggaran 300 t lbh, sisanya utk pejabat",yg dinikmati anak paling dari anggaran t lbh sisanya utk pejabat,"['yg', 'dinikmati', 'anak', 'paling', 'dari', 'anggaran', 't', 'lbh', 'sisanya', 'utk', 'pejabat']",11,"['dinikmati', 'anak', 'anggaran', 'lbh', 'sisanya', 'utk', 'pejabat']",7
7235,lebih baik 1 ank satuminggu kasih 50rb kadang nasi GK mkn lauknya ga sesuai .klo di kasih 50 rb biar orngtua yng masak kn sekluarga bisa merasakan lauknya,0,0,2026-01-22T13:21:47.000Z,san_san.purwo,https://www.tiktok.com/@jpnncom/video/7592434873218993429,7325804793226052615,7598175511101424385,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/63db975b22bf9455028bada617e7ace4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=70f92efa&x-expires=1770814800&x-signature=iiI02jiwK%2FPRLJW0Ky08OjsvvI0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,lebih baik 1 ank satuminggu kasih 50rb kadang nasi gk mkn lauknya ga sesuai .klo di kasih 50 rb biar orngtua yng masak kn sekluarga bisa merasakan lauknya,lebih baik ank satuminggu kasih rb kadang nasi gk mkn lauknya ga sesuai klo di kasih rb biar orngtua yng masak kn sekluarga bisa merasakan lauknya,"['lebih', 'baik', 'ank', 'satuminggu', 'kasih', 'rb', 'kadang', 'nasi', 'gk', 'mkn', 'lauknya', 'ga', 'sesuai', 'klo', 'di', 'kasih', 'rb', 'biar', 'orngtua', 'yng', 'masak', 'kn', 'sekluarga', 'bisa', 'merasakan', 'lauknya']",26,"['ank', 'satuminggu', 'kasih', 'rb', 'kadang', 'nasi', 'mkn', 'lauknya', 'ga', 'sesuai', 'klo', 'kasih', 'rb', 'biar', 'orngtua', 'yng', 'masak', 'kn', 'sekluarga', 'merasakan', 'lauknya']",21
7236,"Program bpk bagus,, tapi ya gitulah sampai ke lapangan bukan makanan bergizi yang sampai.. tp ya gt la.. Makanan yg ga layak utk dmakan.. nasi apek.. lauknya telur rolling ayam gt trus.. bosan..sayurnya satu sendok mkn,, buahnya terkadang busuk",0,0,2026-01-22T13:20:17.000Z,sebenarbening,https://www.tiktok.com/@jpnncom/video/7592434873218993429,7096746785960739866,7598175130091799304,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9127ec4e93077cf3cd1a07ddf154f417~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e12eefc1&x-expires=1770814800&x-signature=UlpTkk33Vz0QlCT5MUVe%2BN4W8LA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,"program bpk bagus,, tapi ya gitulah sampai ke lapangan bukan makanan bergizi yang sampai.. tp ya gt la.. makanan yg ga layak utk dmakan.. nasi apek.. lauknya telur rolling ayam gt trus.. bosan..sayurnya satu sendok mkn,, buahnya terkadang busuk",program bpk bagus tapi ya gitulah sampai ke lapangan bukan makanan bergizi yang sampai tp ya gt la makanan yg ga layak utk dmakan nasi apek lauknya telur rolling ayam gt trus bosan sayurnya satu sendok mkn buahnya terkadang busuk,"['program', 'bpk', 'bagus', 'tapi', 'ya', 'gitulah', 'sampai', 'ke', 'lapangan', 'bukan', 'makanan', 'bergizi', 'yang', 'sampai', 'tp', 'ya', 'gt', 'la', 'makanan', 'yg', 'ga', 'layak', 'utk', 'dmakan', 'nasi', 'apek', 'lauknya', 'telur', 'rolling', 'ayam', 'gt', 'trus', 'bosan', 'sayurnya', 'satu', 'sendok', 'mkn', 'buahnya', 'terkadang', 'busuk']",40,"['program', 'bagus', 'gitulah', 'lapangan', 'makanan', 'bergizi', 'gt', 'la', 'makanan', 'ga', 'layak', 'utk', 'dmakan', 'nasi', 'apek', 'lauknya', 'telur', 'rolling', 'ayam', 'gt', 'trus', 'bosan', 'sayurnya', 'sendok', 'mkn', 'buahnya', 'terkadang', 'busuk']",28
7237,Bukan programnya tapi pelaksanaannya jadi ajang korupsi,0,0,2026-01-22T13:11:29.000Z,rohmat_459,https://www.tiktok.com/@jpnncom/video/7592434873218993429,7317913741109216262,7598172861421650708,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/396616e5e325676610d976ff367c6630~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=83ba8631&x-expires=1770814800&x-signature=mKuMYxS64%2BNes%2Bt90JjPP2iYU7U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,bukan programnya tapi pelaksanaannya jadi ajang korupsi,bukan programnya tapi pelaksanaannya jadi ajang korupsi,"['bukan', 'programnya', 'tapi', 'pelaksanaannya', 'jadi', 'ajang', 'korupsi']",7,"['programnya', 'pelaksanaannya', 'ajang', 'korupsi']",4
7238,pak cobak cek yg kerja mbg.soalnya ke banyakan orang dalam nya kerja mbg.yg di sebut orang dalam 1keluarga sodara sendiri pun ikut kerja pak,0,0,2026-01-22T13:08:05.000Z,mewkmwk,https://www.tiktok.com/@jpnncom/video/7592434873218993429,7160320412307391489,7598171966824137493,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c28d9fd7fdb3918d20fc9c3ab15ff1c5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a832d89e&x-expires=1770814800&x-signature=z8K%2BVCIVmknjubGPsYwzcTBhq24%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,pak cobak cek yg kerja mbg.soalnya ke banyakan orang dalam nya kerja mbg.yg di sebut orang dalam 1keluarga sodara sendiri pun ikut kerja pak,pak cobak cek yg kerja mbg soalnya ke banyakan orang dalam nya kerja mbg yg di sebut orang dalam keluarga sodara sendiri pun ikut kerja pak,"['pak', 'cobak', 'cek', 'yg', 'kerja', 'mbg', 'soalnya', 'ke', 'banyakan', 'orang', 'dalam', 'nya', 'kerja', 'mbg', 'yg', 'di', 'sebut', 'orang', 'dalam', 'keluarga', 'sodara', 'sendiri', 'pun', 'ikut', 'kerja', 'pak']",26,"['cobak', 'cek', 'kerja', 'mbg', 'banyakan', 'orang', 'kerja', 'mbg', 'orang', 'keluarga', 'sodara', 'kerja']",12
7239,ada yg tau endak MBG itu uang dari mana ya ....??,0,0,2026-01-22T13:06:29.000Z,cubungbalap23,https://www.tiktok.com/@jpnncom/video/7592434873218993429,6941272185605948417,7598171586353332999,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/20e806ce87f01964b6ad6561221ce6e9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=21fb0a53&x-expires=1770814800&x-signature=u4cXPGVNfv2XvbN7IT3%2Fr7nTYnw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,ada yg tau endak mbg itu uang dari mana ya ....??,ada yg tau endak mbg itu uang dari mana ya,"['ada', 'yg', 'tau', 'endak', 'mbg', 'itu', 'uang', 'dari', 'mana', 'ya']",10,"['tau', 'endak', 'mbg', 'uang']",4
7240,😂😂,0,0,2026-01-22T13:02:03.000Z,bangkoja6,https://www.tiktok.com/@jpnncom/video/7592434873218993429,7219899769585206274,7598170423860298514,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b2ab05b8a5d84eccc68e06037f77e6be~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=011df5aa&x-expires=1770814800&x-signature=L%2BH9cH0wyxl%2Bxrd%2B0xZd1jWb5c4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,😂😂,,[],0,[],0
7241,"klu niat mnsjhtr rkyt p Prabowo,cb terapkan bntuan 1 pintu hps smua bntuan yg GK merata,cb msl dbntu 2jt/orang/17+ dn utk yg kategori krng mmpu mngkin dtmbh 1jt..plng yg ada clh korupsi y dt krng mmpu miskin dbngkakkn..semua ekonomi brgerak,pngngguran SDH trrtsi,pgwe honorer tratasi dngn bntuan itu,,trus pnddkn hrs grts,kshtn grts,,,,sisa anggrn yg lain utk gji pgwe,pmbngnn,blnja alat dn prthnn ngra,dn drrt,dll..",0,0,2026-01-22T12:56:12.000Z,kingjava_1,https://www.tiktok.com/@jpnncom/video/7592434873218993429,7335845546143433730,7598168944247390993,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1d0e8622ad304d20275e2c818355e0a2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=71e76ec4&x-expires=1770814800&x-signature=Ccixfslti0guieZ1T%2Ft32PUwbhg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,"klu niat mnsjhtr rkyt p prabowo,cb terapkan bntuan 1 pintu hps smua bntuan yg gk merata,cb msl dbntu 2jt/orang/17+ dn utk yg kategori krng mmpu mngkin dtmbh 1jt..plng yg ada clh korupsi y dt krng mmpu miskin dbngkakkn..semua ekonomi brgerak,pngngguran sdh trrtsi,pgwe honorer tratasi dngn bntuan itu,,trus pnddkn hrs grts,kshtn grts,,,,sisa anggrn yg lain utk gji pgwe,pmbngnn,blnja alat dn prthnn ngra,dn drrt,dll..",klu niat mnsjhtr rkyt p prabowo cb terapkan bntuan pintu hps smua bntuan yg gk merata cb msl dbntu jt orang dn utk yg kategori krng mmpu mngkin dtmbh jt plng yg ada clh korupsi y dt krng mmpu miskin dbngkakkn semua ekonomi brgerak pngngguran sdh trrtsi pgwe honorer tratasi dngn bntuan itu trus pnddkn hrs grts kshtn grts sisa anggrn yg lain utk gji pgwe pmbngnn blnja alat dn prthnn ngra dn drrt dll,"['klu', 'niat', 'mnsjhtr', 'rkyt', 'p', 'prabowo', 'cb', 'terapkan', 'bntuan', 'pintu', 'hps', 'smua', 'bntuan', 'yg', 'gk', 'merata', 'cb', 'msl', 'dbntu', 'jt', 'orang', 'dn', 'utk', 'yg', 'kategori', 'krng', 'mmpu', 'mngkin', 'dtmbh', 'jt', 'plng', 'yg', 'ada', 'clh', 'korupsi', 'y', 'dt', 'krng', 'mmpu', 'miskin', 'dbngkakkn', 'semua', 'ekonomi', 'brgerak', 'pngngguran', 'sdh', 'trrtsi', 'pgwe', 'honorer', 'tratasi', 'dngn', 'bntuan', 'itu', 'trus', 'pnddkn', 'hrs', 'grts', 'kshtn', 'grts', 'sisa', 'anggrn', 'yg', 'lain', 'utk', 'gji', 'pgwe', 'pmbngnn', 'blnja', 'alat', 'dn', 'prthnn', 'ngra', 'dn', 'drrt', 'dll']",75,"['klu', 'niat', 'mnsjhtr', 'rkyt', 'prabowo', 'cb', 'terapkan', 'bntuan', 'pintu', 'hps', 'smua', 'bntuan', 'merata', 'cb', 'msl', 'dbntu', 'jt', 'orang', 'dn', 'utk', 'kategori', 'krng', 'mmpu', 'mngkin', 'dtmbh', 'jt', 'plng', 'clh', 'korupsi', 'dt', 'krng', 'mmpu', 'miskin', 'dbngkakkn', 'ekonomi', 'brgerak', 'pngngguran', 'sdh', 'trrtsi', 'pgwe', 'honorer', 'tratasi', 'dngn', 'bntuan', 'trus', 'pnddkn', 'hrs', 'grts', 'kshtn', 'grts', 'sisa', 'anggrn', 'utk', 'gji', 'pgwe', 'pmbngnn', 'blnja', 'alat', 'dn', 'prthnn', 'ngra', 'dn', 'drrt']",63
7242,saya GK paham.. knapa saya bisa milih bapak.. ini kesalahan terbesar saya,0,0,2026-01-22T12:58:17.000Z,user27453612702717,https://www.tiktok.com/@jpnncom/video/7592434873218993429,7571720174102004754,7598168415568970497,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7c38828f1bfa165875f70695886903f8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6e200df3&x-expires=1770814800&x-signature=nNjGaEvDHHnByrDQYOPbbVx5r9s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,saya gk paham.. knapa saya bisa milih bapak.. ini kesalahan terbesar saya,saya gk paham knapa saya bisa milih bapak ini kesalahan terbesar saya,"['saya', 'gk', 'paham', 'knapa', 'saya', 'bisa', 'milih', 'bapak', 'ini', 'kesalahan', 'terbesar', 'saya']",12,"['paham', 'knapa', 'milih', 'kesalahan', 'terbesar']",5
7243,pemborosan,0,0,2026-01-22T12:53:08.000Z,sadikun.djayapurn8,https://www.tiktok.com/@jpnncom/video/7592434873218993429,7280508535716152326,7598168128573424404,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7330972609049755653~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=95575c1a&x-expires=1770814800&x-signature=8zhNLZxnpTm90GctYYjdCEde6go%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,pemborosan,pemborosan,['pemborosan'],1,['pemborosan'],1
7244,Prabowo cuma omon2 tok,0,0,2026-01-22T12:42:33.000Z,kuswanto.12316,https://www.tiktok.com/@jpnncom/video/7592434873218993429,7507306415284159496,7598165416405598996,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/96716768288365485ae359649acd3302~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=22851407&x-expires=1770814800&x-signature=WvDhD08qKCJT5EzL27Ek3j2IjLk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,prabowo cuma omon2 tok,prabowo cuma omon tok,"['prabowo', 'cuma', 'omon', 'tok']",4,"['prabowo', 'omon', 'tok']",3
7245,buang2 uang negara di bagi uang biar untuk bekal dari rumah.,0,0,2026-01-22T12:42:06.000Z,kuswanto.12316,https://www.tiktok.com/@jpnncom/video/7592434873218993429,7507306415284159496,7598165295929017109,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/96716768288365485ae359649acd3302~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=22851407&x-expires=1770814800&x-signature=WvDhD08qKCJT5EzL27Ek3j2IjLk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,buang2 uang negara di bagi uang biar untuk bekal dari rumah.,buang uang negara di bagi uang biar untuk bekal dari rumah,"['buang', 'uang', 'negara', 'di', 'bagi', 'uang', 'biar', 'untuk', 'bekal', 'dari', 'rumah']",11,"['buang', 'uang', 'negara', 'uang', 'biar', 'bekal', 'rumah']",7
7246,"benar versimu pae,yg punya kuasa ini😂",0,0,2026-01-22T12:41:37.000Z,niningnglarasatin,https://www.tiktok.com/@jpnncom/video/7592434873218993429,7160499925444002817,7598165125720720129,https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/e7c2dd61ad3dc755c3b717cc9bc313f2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ea376102&x-expires=1770814800&x-signature=Wcr%2FZ4MaIdxjy7tI2M3JV%2BKe06g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,"benar versimu pae,yg punya kuasa ini😂",benar versimu pae yg punya kuasa ini,"['benar', 'versimu', 'pae', 'yg', 'punya', 'kuasa', 'ini']",7,"['versimu', 'pae', 'kuasa']",3
7247,karena bapak egak di harga bawahan bapak karena hukum tumpul karena uang,0,0,2026-01-22T12:38:23.000Z,indra4141,https://www.tiktok.com/@jpnncom/video/7592434873218993429,7496832607096947719,7598163817420096276,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c741443cfcdf63880b468f80a2d7bf73~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9d4f590f&x-expires=1770814800&x-signature=PLE77N%2BlMLfLoqO%2Fj4l57mPzsU4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,karena bapak egak di harga bawahan bapak karena hukum tumpul karena uang,karena bapak egak di harga bawahan bapak karena hukum tumpul karena uang,"['karena', 'bapak', 'egak', 'di', 'harga', 'bawahan', 'bapak', 'karena', 'hukum', 'tumpul', 'karena', 'uang']",12,"['egak', 'harga', 'bawahan', 'hukum', 'tumpul', 'uang']",6
7248,pak presiden uangkan ajak mbgnya,0,0,2026-01-22T12:28:21.000Z,gilanggilen,https://www.tiktok.com/@jpnncom/video/7592434873218993429,7056355394214724609,7598161760935920401,https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/7215997775400402971~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3144ccbd&x-expires=1770814800&x-signature=i2KK%2FBBGAPMNdGeIKi7GPyqyJvo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,pak presiden uangkan ajak mbgnya,pak presiden uangkan ajak mbgnya,"['pak', 'presiden', 'uangkan', 'ajak', 'mbgnya']",5,"['presiden', 'uangkan', 'ajak', 'mbgnya']",4
7249,lihat ke lapangan bos,0,0,2026-01-22T12:22:28.000Z,kangjerry1,https://www.tiktok.com/@jpnncom/video/7592434873218993429,6685146329124979713,7598160229973508884,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b7c45a1a94284b4f30ac533ffe577c3f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=edbadf65&x-expires=1770814800&x-signature=4n0dBB%2BifatRr0PeSWCutBimmbc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,lihat ke lapangan bos,lihat ke lapangan bos,"['lihat', 'ke', 'lapangan', 'bos']",4,"['lihat', 'lapangan', 'bos']",3
7250,pidatoe g salah blass😆,0,0,2026-01-22T12:22:30.000Z,jarwobayan,https://www.tiktok.com/@jpnncom/video/7592434873218993429,7540841788676834325,7598159660545868552,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c7ab69dd5f0003b0abe392fc26f0c8fd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4c25a9ce&x-expires=1770814800&x-signature=R8Fjiy3EqtJRMtF2b0jBPZxOzEs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,pidatoe g salah blass😆,pidatoe g salah blass,"['pidatoe', 'g', 'salah', 'blass']",4,"['pidatoe', 'salah', 'blass']",3
7251,apakah ini sudah benar' di perbincangkan pakk??,0,0,2026-01-22T12:18:38.000Z,urboyyyn,https://www.tiktok.com/@jpnncom/video/7592434873218993429,7047787595032495130,7598159253735572244,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f837ec641a0238ddd18d2a101dc754d0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c8aae236&x-expires=1770814800&x-signature=ZKQ5UaWstb4xU2dn0fTI4kQb608%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,mbg_tiktok_jpncom,apakah ini sudah benar' di perbincangkan pakk??,apakah ini sudah benar di perbincangkan pakk,"['apakah', 'ini', 'sudah', 'benar', 'di', 'perbincangkan', 'pakk']",7,"['perbincangkan', 'pakk']",2
